6,0,25,0.7832982711216941,[25, 25],[25, 20],[25, 24],[25, 19],[20, 19],[24, 19],[24, 23],[24, 18],[19, 18],[19, 13],[14, 13],[14, 8],[9, 8],[13, 8],[8, 8],[12, 8],[12, 12],[16, 12],[11, 12],[11, 7],[11, 11],[11, 6],[11, 10],[11, 5],[6, 5],[6, 0]
5,-3,15,0.8929301818903126,[25, 25],[25, 20],[20, 20],[20, 15],[20, 19],[20, 14],[15, 14],[15, 9],[10, 9],[10, 4],[10, 8],[10, 3],[10, 7],[10, 2],[5, 2],[5, -3]
11,-1,35,0.4227687553992092,[25, 25],[25, 20],[20, 20],[20, 15],[15, 15],[19, 15],[14, 15],[14, 10],[14, 14],[14, 9],[14, 13],[18, 13],[18, 17],[22, 17],[22, 21],[22, 16],[22, 20],[22, 15],[22, 19],[22, 14],[17, 14],[17, 9],[17, 13],[17, 8],[17, 12],[17, 7],[17, 11],[17, 6],[12, 6],[16, 6],[16, 10],[16, 5],[16, 9],[16, 4],[11, 4],[11, -1]
